drug_id,smiles
D00535,C=CC(N)CCC(=O)O
D00536,NC(=O)OCC(COC(N)=O)c1ccccc1
D00537,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1
D00538,NS(=O)(=O)Cc1noc2ccccc12
D00539,CCC1(C)CC(=O)NC1=O
D00540,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-]
D00541,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
D00542,FC(F)(F)C(Cl)Br
D00543,FC(F)OC(F)(F)C(F)Cl
D00544,COC(F)(F)C(Cl)Cl
D00545,FC(F)OC(Cl)C(F)(F)F
D00546,FC(F)OC(F)C(F)(F)F
D00547,FCOC(C(F)(F)F)C(F)(F)F
D00548,CCOC(=O)c1cncn1[C@H](C)c1ccccc1
D00549,CC(C)c1cccc(C(C)C)c1O
D00550,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
D00551,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
D00552,CCOC(=O)c1ccc(N)cc1
D00553,CCCNC(C)C(=O)Nc1ccccc1C
D00554,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
D00555,CCC1(CCC(C)C)C(=O)N=C(O)NC1=O
D00556,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
D00557,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
D00558,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O
D00559,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O
D00560,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
D00561,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
D00562,CCCc1cc(=O)[nH]c(=S)[nH]1
D00563,CN1CCN2c3ncccc3Cc3ccccc3C2C1
D00564,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+]
D00565,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
D00566,O=C([O-])c1ccccc1O.[Na+]
D00567,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
D00568,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
D00569,CCOc1ccc(NC(C)=O)cc1
D00570,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
D00571,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+]
D00572,O=C(O)[C@@H](S)[C@@H](S)C(=O)O
D00573,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
D00574,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
D00575,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
D00576,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C
D00577,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
D00578,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
D00579,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]
D00580,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
D00581,Oc1c(I)cc(I)c2cccnc12
D00582,O.O.O.O.O.O.O.O.O.O=C(O)[C@@H]1O[Sb](=O)(O[Sb]2(=O)O[C@H]([C@H](O)CO)[C@H](O)[C@H](C(=O)O)O2)O[C@H]([C@H](O)CO)[C@@H]1O.[NaH].[NaH].[NaH]
D00583,S=P(N1CC1)(N1CC1)N1CC1
D00584,O=c1[nH]cc(F)c(=O)[nH]1
D00585,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
D00586,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
D00587,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
D00588,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O
D00589,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.O.O.O
D00590,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
D00591,CCc1cc(C(N)=S)ccn1
D00592,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
D00593,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O
D00594,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
D00595,CCCCNC(=N)NC(=N)N
D00596,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
D00597,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl
D00598,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl
D00599,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl
D00600,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl
D00601,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)[C@H](O)[C@@H](O)C(=O)O
D00602,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.O=S(=O)(O)O
D00603,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O
D00604,Cl.Clc1cccc(Cl)c1N=C1NCCN1
D00605,CC(=O)O.N=C(N)N/N=C/c1c(Cl)cccc1Cl
D00606,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
D00607,N=C(N)NCC1COC2(CCCCC2)O1.N=C(N)NCC1COC2(CCCCC2)O1.O=S(=O)(O)O
D00608,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O
D00609,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl
D00610,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O
D00611,CNC1(C)C2CCC(C2)C1(C)C.Cl
D00612,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1
D00613,CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
D00614,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O.O.O.[Na+].[Na+]
D00615,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1
D00616,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl
D00617,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
D00618,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
D00619,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
D00620,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl
D00621,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O
D00622,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+]
D00623,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl
D00624,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
D00625,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
D00626,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
D00627,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
D00628,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]12
D00629,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
D00630,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
D00631,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O
D00632,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl
D00633,Cl.NCCc1ccc(O)c(O)c1
D00634,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.O=C(O)/C=C/C(=O)O
D00635,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O
D00636,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
D00637,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O
D00638,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
D00639,Cc1cccc(C)c1OCC(C)N.Cl
D00640,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl
D00641,O=C(Oc1ccc2c(c1)CCCN2C(=O)C(Cl)Cl)c1ccco1
D00642,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
D00643,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O
D00644,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl
D00645,CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1
D00646,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
D00647,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
D00648,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O
D00649,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O
D00650,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
D00651,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O
D00652,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
D00653,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl
D00654,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
D00655,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
D00656,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
D00657,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
D00658,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
D00659,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl
D00660,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
D00661,C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1.C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1.Cl.Cl.O
D00662,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
D00663,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
D00664,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
D00665,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
D00666,CN1CCC[C@@H]1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O
D00667,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-].[Br-]
D00668,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
D00669,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl
D00670,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl
D00671,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl
D00672,Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
D00673,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl
D00674,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl
D00675,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1
D00676,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O
D00677,CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2.Cl
D00678,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O
D00679,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)C4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)C4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21.O=C(O)[C@H](O)[C@@H](O)C(=O)O
D00680,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O
D00681,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O
D00682,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.NC(CO)(CO)CO
D00683,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O
D00684,CS(=O)(=O)O.Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
D00685,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O
D00686,CC(=O)O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
D00687,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
D00688,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O
D00689,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
D00690,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
D00691,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
D00693,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1.Cl
D00694,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.O[K].[K+]
D00700,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
D00701,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+]
D00702,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
D00703,C#CC1(OC(N)=O)CCCCC1
D00704,C#CC(O)(/C=C/Cl)CC
D00705,CC1OC(C)OC(C)O1
D00706,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1.Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1.O=C(O)[C@H](O)[C@@H](O)C(=O)O
D00707,Cc1cn[nH]c1
D00708,CCN1C(=O)NC(c2ccccc2)C1=O
D00709,CC[C@@H](C(N)=O)N1CCCC1=O
D00710,CCCC(CCC)C(=O)[O-].[Na+]
D00711,CNC1(c2ccccc2Cl)CCCCC1=O.Cl
D00712,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+]
D00713,C=CCC1(C(C)CCC)C(=O)N=C([S-])NC1=O.[Na+]
D00714,CCCC(C)C1(CC)C(=O)N=C([S-])NC1=O.[Na+]
D00715,C[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1C1OC12.[Br-]
D00716,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-]
D00717,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl
D00718,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl
D00719,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2.O.O.O=S(=O)(O)O
D00720,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
D00721,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-]
D00722,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
D00723,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-]
D00724,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C.[Na+]
D00725,CS(=O)(=O)O.O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12
D00726,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
D00727,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O.[Na+].[Na+]
D00728,O=C1O[Bi](O)Oc2ccccc21
D00729,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl
D00730,CCCCOC(=O)c1ccc(N)cc1
D00731,O[Mg]O
D00732,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl
D00733,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
D00734,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
D00735,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl
D00736,Cl.Cl.NCCNCCNCCN
D00737,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl
D00738,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl
D00739,CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl
D00740,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl
D00741,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl
D00742,C[C@@H](OC(=O)c1ccc(-c2ccc(Cl)cc2)s1)C(N)=O
D00743,Cl.c1ccc2c(CC3=NCCN3)cccc2c1
D00744,NC1=NC(=O)C(c2ccccc2)O1
D00745,O=C(CSc1c(Cl)cccc1Cl)N[C@H]1CCS(=O)(=O)C1
D00746,C[C@H](C#N)OC(=O)c1ccc(-c2ccc(Cl)cc2)s1
D00747,CCOC(=O)Cc1csc(NC(=O)CSc2c(Cl)cccc2Cl)n1
D00748,CCCNC(=O)NC(=O)COC(=O)c1ccc(-c2ccc(Cl)cc2)s1
D00749,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
D00750,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1
D00751,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+]
D00752,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
D00753,CO[C@H]1CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
D00754,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
D00755,Cl.OC(CNc1ccccn1)c1ccccc1
D00756,O=[N+]([O-])O.c1ccc2c(c1)CCCC2C1=NCCN1
D00757,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl
D00758,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
D00759,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
D00760,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.[Cl-].[Cl-]
D00761,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-]
D00762,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
D00763,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2.[Cl-].[Cl-]
D00764,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1.[Br-].[Br-]
D00765,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-]
D00766,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
D00767,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-]
D00768,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
D00769,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O
D00770,NC(=O)OCC(O)COc1ccc(Cl)cc1
D00771,Oc1nc2cc(Cl)ccc2o1
D00772,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl
D00773,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
D00774,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
D00775,Nc1nc2ccc(OC(F)(F)F)cc2s1
D00776,Cl.Clc1ccc2nsnc2c1NC1=NCCN1
D00777,Cl.NC12CC3CC(CC(C3)C1)C2
D00778,CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O
D00779,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
D00780,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O
D00781,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
D00782,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
D00783,C[C@H](Sc1c(Cl)cccc1Cl)C(=O)Nc1ccc(S(N)(=O)=O)cc1
D00784,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl
D00785,C#CCN(C)[C@H](C)Cc1ccccc1.Cl
D00786,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
D00787,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
D00788,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
D00789,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl
D00790,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
D00791,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
D00792,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
D00793,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
